Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-05-24 19:25:32	972	1921	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		1.38825	84.0769	3.74078	0	2694.59	0.0949872	16930.6	1	0.0088623	13.6745	29.7214	0	0	
2017-05-24 19:25:15	965	1922	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		1.95524	90.3363	5.26541	0	2692.98	0.124291	16920.5	1	0.0088623	13.6391	30.1112	0	0	
2017-05-24 19:25:04	961	1923	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		0.843518	83.4011	2.67045	0	3165.85	4.8619	19891.6	1	0.0088623	13.7809	30.1112	0	0	
2017-05-24 19:25:07	962	1924	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		0.766665	81.0098	2.19706	0	2865.73	0.162678	18005.9	1	0.0088623	13.5682	30.2411	0	0	
2017-05-24 19:25:27	970	1925	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		1.25017	83.1945	3.45604	0	2764.46	0.135353	17369.6	1	0.0088623	13.6745	29.8513	0	0	
2017-05-24 19:25:22	968	1926	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		0.665623	76.5783	5.54053	0	8323.84	2.8008	52300.2	1	0.0088623	13.6745	29.9813	0	0	
2017-05-24 19:25:35	973	1927	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		0.576367	75.4919	1.84426	0	3199.81	0.383208	20105	1	0.0088623	13.6657	29.7214	0	0	
2017-05-24 19:25:19	967	1928	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		0.795605	81.3944	0.995979	0	1251.85	0.303466	7865.61	1	0.0088623	13.6923	29.9813	0	0	
2017-05-24 19:25:30	971	1929	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		1.18725	82.3441	4.02394	0	3389.29	0.553664	21295.5	1	0.0088623	13.6923	29.7214	0	0	
2017-05-24 19:25:12	964	1930	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		1.72223	85.3521	4.56736	0	2652.01	0.129554	16663	1	0.0088623	13.6745	30.1112	0	0	
2017-05-24 19:25:39	975	1931	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		0.578847	76.1612	1.96864	0	3400.96	1.20148	21368.9	1	0.0088623	13.8163	29.5914	0	0	
2017-05-24 19:25:25	969	1932	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		0.619965	75.6897	1.78488	0	2879	0.520595	18089.3	1	0.0088623	13.6745	29.8513	0	0	
2017-05-24 19:25:09	963	1934	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		0.661563	73.5235	1.9889	0	3006.36	0.509721	18889.5	1	0.0088623	13.6479	30.1112	0	0	
2017-05-24 19:25:17	966	1935	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		2.01207	90.84	5.57444	0	2770.5	0.17763	17407.6	1	0.0088623	13.6745	29.9813	0	0	
