Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-05-23 01:25:34	162	301	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		5.35872	95.7791	5.31795	0	992.393	0.123123	6235.39	1	0.0088623	13.6745	29.7214	0	0	
2017-05-23 01:25:04	151	303	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.98634	78.0396	9.27254	0	928.523	0.164854	5834.08	1	0.0088623	13.7986	30.2411	0	0	
2017-05-23 01:25:06	152	304	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98054	81.9888	8.56172	0	857.842	0.307565	5389.98	1	0.0088623	13.5327	30.3711	0	0	
2017-05-23 01:25:28	160	305	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		4.88216	95.2206	5.05172	0	1034.73	0.209119	6501.4	1	0.0088623	13.71	29.9813	0	0	
2017-05-23 01:25:22	158	306	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.9824	79.2808	10.7579	0	1077.69	0.564903	6771.3	1	0.0088623	13.6923	30.1112	0	0	
2017-05-23 01:25:36	163	307	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98247	88.4796	11.5505	0	1157.08	0.133396	7270.16	1	0.0088623	13.71	29.8513	0	0	
2017-05-23 01:25:20	157	308	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.98225	85.2138	8.80657	0	882.223	0.0192692	5543.17	1	0.0088623	13.8075	30.1112	0	0	
2017-05-23 01:25:31	161	309	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		5.26745	95.571	6.05596	0	1149.7	1.83251	7223.75	1	0.0088623	13.71	29.9813	0	0	
2017-05-23 01:25:41	165	311	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.98235	83.4356	10.6549	0	1067.37	0.225902	6706.5	1	0.0088623	13.71	29.5914	0	0	
2017-05-23 01:25:25	159	312	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.97598	88.5532	9.75009	0	977.357	0.162769	6140.91	1	0.0088623	13.6923	29.9813	0	0	
2017-05-23 01:25:39	164	313	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.94809	90.4742	11.0335	0	1109.11	0.458993	6968.73	1	0.0088623	13.6657	29.7214	0	0	
2017-05-23 01:25:09	153	314	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.98677	73.1851	9.17515	0	918.731	0.254185	5772.55	1	0.0088623	13.6923	30.2411	0	0	
