Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-05-22 11:25:34	57	91	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		7.4708	96.5035	5.60944	0	750.848	0.954585	4717.72	1	0.0088623	13.6745	30.3711	0	0	
2017-05-22 11:25:15	50	92	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.98685	72.4666	5.8078	0	581.545	0.608915	3653.95	1	0.0088623	13.6036	30.501	0	0	
2017-05-22 11:25:04	46	93	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.99378	55.2712	6.94972	0	695.405	0.145326	4369.36	1	0.0088623	13.7632	30.501	0	0	
2017-05-22 11:25:07	47	94	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.99166	58.8892	6.505	0	651.043	0.207342	4090.63	1	0.0088623	13.5327	30.7609	0	0	
2017-05-22 11:25:29	55	95	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		7.03987	96.9529	5.71259	0	811.462	0.731312	5098.57	1	0.0088623	13.6745	30.501	0	0	
2017-05-22 11:25:23	53	96	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.99564	55.5481	7.75692	0	776.03	0.255439	4875.94	1	0.0088623	13.6923	30.501	0	0	
2017-05-22 11:25:36	58	97	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.989	65.3497	9.05447	0	906.444	0.166087	5695.36	1	0.0088623	13.6568	29.9813	0	0	
2017-05-22 11:25:20	52	98	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.99304	63.2707	6.93407	0	693.89	0.0739934	4359.84	1	0.0088623	13.6568	30.501	0	0	
2017-05-22 11:25:31	56	99	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		7.36182	96.5393	6.85455	0	931.094	0.988155	5850.24	1	0.0088623	13.6391	30.3711	0	0	
2017-05-22 11:25:12	49	100	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.9879	75.7842	5.74734	0	575.43	0.262802	3615.53	1	0.0088623	13.6568	30.7609	0	0	
2017-05-22 11:25:42	60	101	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.99506	61.4909	8.23814	0	824.221	0.085936	5178.73	1	0.0088623	13.6391	30.2411	0	0	
2017-05-22 11:25:26	54	102	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.99059	67.4936	7.36884	0	737.578	0.107334	4634.34	1	0.0088623	13.6391	30.501	0	0	
2017-05-22 11:25:39	59	103	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.98847	66.8791	8.57289	0	858.279	0.0425993	5392.72	1	0.0088623	13.6745	30.2411	0	0	
2017-05-22 11:25:09	48	104	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.99441	54.0861	6.76826	0	677.204	0.169432	4255	1	0.0088623	13.6036	30.7609	0	0	
2017-05-22 11:25:17	51	105	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.9881	68.5772	5.9734	0	598.052	0.207046	3757.67	1	0.0088623	13.6745	30.7609	0	0	
