Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-05-23 05:45:33	357	691	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		5.24635	95.5261	5.24909	0	1000.52	0.170763	6286.47	1	0.0088623	13.6745	29.7214	0	0	
2017-05-23 05:45:14	350	692	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.08989	94.8504	7.06666	0	777.42	0.0605242	4884.68	1	0.0088623	13.7277	30.1112	0	0	
2017-05-23 05:45:03	346	693	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.98294	81.9335	9.37548	0	939.15	0.144742	5900.86	1	0.0088623	13.772	30.1112	0	0	
2017-05-23 05:45:06	347	694	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.86799	86.1482	8.55979	0	867.43	1.89743	5450.22	1	0.0088623	13.4973	29.9813	0	0	
2017-05-23 05:45:28	355	695	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		4.7421	94.6912	4.96787	0	1047.61	0.0318821	6582.32	1	0.0088623	13.8695	29.7214	0	0	
2017-05-23 05:45:22	353	696	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.91879	84.2688	11.0103	0	1110.04	0.89282	6974.61	1	0.0088623	13.6568	29.9813	0	0	
2017-05-23 05:45:36	358	697	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.91999	90.9014	11.6496	0	1174.35	0.987709	7378.68	1	0.0088623	13.6657	29.5914	0	0	
2017-05-23 05:45:31	356	699	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		5.14847	95.3762	6.17021	0	1198.46	0.887532	7530.12	1	0.0088623	13.6391	29.7214	0	0	
2017-05-23 05:45:41	360	701	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.98398	86.5589	10.7894	0	1080.67	0.234721	6790.08	1	0.0088623	13.6568	29.5914	0	0	
2017-05-23 05:45:09	348	704	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.98193	77.3798	9.29	0	930.681	0.232053	5847.64	1	0.0088623	13.6568	30.1112	0	0	
2017-05-23 05:45:16	351	705	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.33862	94.5485	7.87733	0	843.522	0.408857	5300.01	1	0.0088623	13.6036	29.9813	0	0	
