Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-05-26 21:25:29	1062	2101	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.06601	94.361	4.3835	0	722.633	0.255259	4540.44	1	0.0088623	13.6745	29.4615	0	0	
2017-05-26 21:25:13	1055	2102	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.97237	94.3885	5.79809	0	581.416	0.202575	3653.14	1	0.0088623	13.5859	29.8513	0	0	
2017-05-26 21:25:24	1060	2105	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		5.2556	94.9014	3.88127	0	738.502	0.198816	4640.15	1	0.0088623	13.6036	29.7214	0	0	
2017-05-26 21:25:18	1057	2108	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		0.439514	48.0175	0.26567	0	604.463	17.5373	3797.95	1	0.0088623	13.6391	29.7214	0	0	
2017-05-26 21:25:26	1061	2109	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		5.53996	93.7719	4.64921	0	839.213	0.411097	5272.93	1	0.0088623	13.6391	29.5914	0	0	
2017-05-26 21:25:11	1054	2110	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.93991	94.865	5.63132	0	566.536	0.625831	3559.65	1	0.0088623	13.7632	29.8513	0	0	
2017-05-26 21:25:22	1059	2112	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		0.476091	72.1118	1.09888	0	2308.14	15.9602	14502.5	1	0.0088623	13.71	29.7214	0	0	
2017-05-26 21:25:15	1056	2115	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.97825	94.5851	5.89965	0	591.251	0.226506	3714.94	1	0.0088623	13.6036	29.8513	0	0	
