Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-29 17:25:40	357	691	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		50.0411	298.41	4.40935	0	88.1145	3.50705	553.64	2	0.0088623	13.4973	29.4615	0	0	
2017-06-29 17:25:16	350	692	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		50.0262	405.663	0.142075	0	2.84	0.985046	17.8443	2	0.0088623	13.4973	29.7214	0	0	
2017-06-29 17:25:06	347	694	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		50.0541	222.422	24.7736	0	494.936	0.703135	3109.77	2	0.0088623	13.515	29.9813	0	0	
2017-06-29 17:25:33	355	695	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		46.0451	506.731	77.1997	0	1676.61	0.608602	10534.4	2	0.0088623	13.5859	29.5914	0	0	
2017-06-29 17:25:26	353	696	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		50.0597	235.409	98.8466	0	1974.58	4.51584	12406.6	2	0.0088623	13.8872	29.7214	0	0	
2017-06-29 17:25:44	358	697	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		50.0396	368.002	35.82	0	715.833	0.742199	4497.71	2	0.0088623	13.8429	29.3315	0	0	
2017-06-29 17:25:23	352	698	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		50.0607	207.507	1.65407	0	33.0413	0.120057	207.604	2	0.0088623	13.9404	29.7214	0	0	
2017-06-29 17:25:13	349	700	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		49.9989	459.108	108.308	0	2166.2	6.12999	13610.6	2	0.0088623	13.7454	29.9813	0	0	
2017-06-29 17:25:52	360	701	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		39.8235	426.582	33.4593	0	840.189	0.0167507	5279.07	2	0.0088623	13.9404	29.2016	0	0	
2017-06-29 17:25:30	354	702	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		50.064	221.079	6.19202E-5	0	0.00123682	0.33932	0.00777118	2	0.0088623	13.6745	29.5914	0	0	
2017-06-29 17:25:47	359	703	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		27.8148	550.182	25.8272	0	928.54	1.85782	5834.19	2	0.0088623	13.4087	29.2016	0	0	
2017-06-29 17:25:09	348	704	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		50.0408	342.827	93.8852	0	1876.17	1.65523	11788.3	2	0.0088623	13.2757	29.9813	0	0	
2017-06-29 17:25:20	351	705	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		50.0494	303.636	186.139	0	3719.11	2.23635	23367.8	2	0.0088623	13.32	29.8513	0	0	
