Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-07-02 19:25:43	972	1921	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		49.9833	480.669	191.528	0	3831.85	0.182236	24076.2	2	0.0088623	13.71	29.4615	0	0	
2017-07-02 19:25:17	965	1922	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		34.0576	519.251	20.1605	0	591.954	1.56357	3719.35	2	0.0088623	13.6391	29.9813	0	0	
2017-07-02 19:25:03	961	1923	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		0.788562	387.667	4.72762	0	5995.25	1.5057	37669.2	2	0.0088623	13.7454	30.1112	0	0	
2017-07-02 19:25:07	962	1924	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		50.0731	128.344	0.84852	0	16.9456	34.1081	106.472	2	0.0088623	13.5327	30.1112	0	0	
2017-07-02 19:25:35	970	1925	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		50.0762	53.9936	16.1186	0	321.881	0.581078	2022.44	2	0.0088623	13.2403	29.5914	0	0	
2017-07-02 19:25:27	968	1926	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		34.1102	505.825	442.831	0	12982.4	2.80463	81570.6	2	0.0088623	13.5505	29.7214	0	0	
2017-07-02 19:25:53	975	1931	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		2.72905	436.041	1.95482	0	716.302	0.916386	4500.66	2	0.0088623	13.5859	29.2016	0	0	
2017-07-02 19:25:31	969	1932	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		37.2714	451.082	2.21077	0	59.3154	0.116984	372.69	2	0.0088623	13.6036	29.5914	0	0	
2017-07-02 19:25:49	974	1933	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		3.53746	457.568	0.375895	0	106.261	5.30923	667.66	2	0.0088623	13.8872	29.3315	0	0	
2017-07-02 19:25:10	963	1934	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		26.2064	535.266	157.362	0	6004.7	1.02888	37728.6	2	0.0088623	13.453	30.1112	0	0	
