Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-30 17:05:43	867	1711	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		50.016	396.632	145.454	0	2908.15	1.66853	18272.4	2	0.0088623	13.7809	29.7214	0	0	
2017-06-30 17:05:17	860	1712	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		44.2763	537.206	0.185245	0	4.18384	37.2662	26.2878	2	0.0088623	13.6745	30.2411	0	0	
2017-06-30 17:05:07	857	1714	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		50.0678	138.522	2.80834	0	56.0908	5.72297	352.429	2	0.0088623	13.4087	30.3711	0	0	
2017-06-30 17:05:36	865	1715	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		50.0818	63.8124	21.8128	0	435.543	0.432261	2736.6	2	0.0088623	13.9493	29.8513	0	0	
2017-06-30 17:05:28	863	1716	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		50.0236	409.79	336.154	0	6719.91	2.77699	42222.4	2	0.0088623	13.9404	30.1112	0	0	
2017-06-30 17:05:46	868	1717	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		26.6298	530.276	25.7496	0	966.947	0.404754	6075.51	2	0.0088623	13.453	29.7214	0	0	
2017-06-30 17:05:25	862	1718	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		50.0193	397.974	3.49317	0	69.8364	3.05129	438.795	2	0.0088623	13.8163	30.1112	0	0	
2017-06-30 17:05:14	859	1720	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		40.4489	545.572	191.209	0	4727.18	2.88971	29701.7	2	0.0088623	13.1339	30.3711	0	0	
2017-06-30 17:05:54	870	1721	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.97839	412.491	5.25562	0	526.7	0.32673	3309.36	2	0.0088623	13.6745	29.5914	0	0	
2017-06-30 17:05:32	864	1722	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		50.032	373.282	2.296	0	45.8907	0.0250998	288.34	2	0.0088623	13.7454	29.9813	0	0	
2017-06-30 17:05:50	869	1723	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.95437	487.558	5.60039	0	562.606	0.792839	3534.96	2	0.0088623	13.8163	29.5914	0	0	
2017-06-30 17:05:10	858	1724	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		47.8687	538.691	173.952	0	3633.94	2.22596	22832.7	2	0.0088623	13.6036	30.3711	0	0	
2017-06-30 17:05:21	861	1725	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		49.9899	472.743	393.645	0	7874.49	2.83969	49476.9	2	0.0088623	13.4087	30.2411	0	0	
