Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-07-02 18:25:03	916	1833	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		0.763981	386.182	16.0249	0	20975.6	2.71182	131793	2	0.0088623	13.7454	30.2411	0	0	
2017-07-02 18:25:07	917	1834	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		50.0648	124.198	0.735414	0	14.6892	30.3635	92.2953	2	0.0088623	13.515	30.2411	0	0	
2017-07-02 18:25:35	925	1835	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		50.0832	55.7464	17.0598	0	340.63	1.26332	2140.24	2	0.0088623	13.3644	29.4615	0	0	
2017-07-02 18:25:28	923	1836	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		21.6875	444.123	348.644	0	16075.8	4.20864	101007	2	0.0088623	13.3909	29.7214	0	0	
2017-07-02 18:25:46	928	1837	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		15.3184	591.207	3.01993	0	197.143	42.5183	1238.69	2	0.0088623	13.6745	29.5914	0	0	
2017-07-02 18:25:53	930	1841	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		1.40054	324.972	1.25335	0	894.906	1.07335	5622.86	2	0.0088623	13.8163	29.4615	0	0	
2017-07-02 18:25:31	924	1842	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		30.9725	440.633	2.23111	0	72.0354	0.00865586	452.612	2	0.0088623	13.7454	29.8513	0	0	
2017-07-02 18:25:11	918	1844	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		21.8893	536.476	130.689	0	5970.45	0.768244	37513.5	2	0.0088623	13.2846	30.2411	0	0	
2017-07-02 18:25:20	921	1845	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		30.5401	435.505	360.437	0	11802.1	3.64017	74154.8	2	0.0088623	13.8872	30.1112	0	0	
