Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-07-02 04:05:44	282	541	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		7.98558	450.801	138.525	0	17346.9	0.18871	108994	2	0.0088623	13.6036	29.7214	0	0	
2017-07-02 04:05:19	275	542	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.4113	465.743	2.96635	0	315.191	2.01794	1980.4	2	0.0088623	13.71	30.2411	0	0	
2017-07-02 04:05:04	271	543	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		1.19868	424.588	41.0313	0	34230.5	0.399256	215076	2	0.0088623	13.7809	30.3711	0	0	
2017-07-02 04:05:08	272	544	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		50.0737	120.906	0.287892	0	5.74936	35.7842	36.1243	2	0.0088623	13.5505	30.3711	0	0	
2017-07-02 04:05:37	280	545	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		50.0767	55.4945	18.2028	0	363.499	2.36756	2283.93	2	0.0088623	13.5593	29.8513	0	0	
2017-07-02 04:05:30	278	546	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		8.61754	500.778	219.166	0	25432.5	3.98826	159797	2	0.0088623	13.6036	29.9813	0	0	
2017-07-02 04:05:48	283	547	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		3.426	459.924	1.89483	0	553.074	6.15937	3475.06	2	0.0088623	13.6745	29.7214	0	0	
2017-07-02 04:05:26	277	548	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		2.9405	415.922	0.74146	0	252.154	1.77023	1584.33	2	0.0088623	13.71	30.1112	0	0	
2017-07-02 04:05:15	274	550	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.13482	480.962	24.8379	0	2719.04	3.60688	17084.2	2	0.0088623	13.6568	30.2411	0	0	
2017-07-02 04:05:55	285	551	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		2.68297	495.056	1.87642	0	699.382	0.603198	4394.35	2	0.0088623	13.6479	29.5914	0	0	
2017-07-02 04:05:33	279	552	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.31376	490.404	6.85577E-5	0	0.00736091	1.15565	0.0462499	2	0.0088623	13.7011	29.9813	0	0	
2017-07-02 04:05:52	284	553	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		1.51385	310.643	0.55873	0	369.08	1.34012	2319	2	0.0088623	13.6657	29.5914	0	0	
2017-07-02 04:05:11	273	554	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		8.78769	519.244	182.476	0	20765	2.52383	130470	2	0.0088623	13.32	30.2411	0	0	
2017-07-02 04:05:22	276	555	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		8.03662	441.996	161.864	0	20140.8	5.35985	126548	2	0.0088623	13.5682	30.2411	0	0	
