Time	MeasID	DPID	Channel	Ax	Ay	Az	Bx	By	Bz	Mx	My	Mz	Nx	Ny	Nz	Fx	Fy	Fz	Note	ImA	UoutV	UV	SPV	RO	Var	RhoaOm	Cycles	PintV	PextV	TintC	Latitude	Longitude
2017-05-22 14:25:32	192	361	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.45993	96.5095	5.53225	0	856.395	0.784927	5380.89	1	0.0088623	13.6745	29.8513	0	0
2017-05-22 14:25:14	185	362	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.98535	84.4811	6.60358	0	661.327	0.587667	4155.24	1	0.0088623	13.6568	30.2411	0	0
2017-05-22 14:25:03	181	363	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.98885	63.2544	7.993	0	800.193	0.126191	5027.76	1	0.0088623	13.772	30.2411	0	0
2017-05-22 14:25:06	182	364	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98959	65.9353	7.40417	0	741.189	0.264139	4657.03	1	0.0088623	13.5239	30.3711	0	0
2017-05-22 14:25:27	190	365	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		5.99626	96.2597	5.30287	0	884.364	0.373107	5556.62	1	0.0088623	13.6923	29.8513	0	0
2017-05-22 14:25:22	188	366	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.98971	62.7678	9.05726	0	906.659	0.427103	5696.71	1	0.0088623	13.6036	30.1112	0	0
2017-05-22 14:25:35	193	367	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98983	74.2409	10.2934	0	1030.39	0.201658	6474.12	1	0.0088623	13.6745	29.7214	0	0
2017-05-22 14:25:19	187	368	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.98786	68.4992	7.83569	0	784.521	0.045616	4929.29	1	0.0088623	13.6745	29.8513	0	0
2017-05-22 14:25:30	191	369	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		6.38308	96.3712	6.33961	0	993.19	0.493118	6240.4	1	0.0088623	13.6568	29.8513	0	0
2017-05-22 14:25:11	184	370	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.98344	88.109	6.76295	0	677.417	0.208746	4256.34	1	0.0088623	13.6036	30.2411	0	0
2017-05-22 14:25:40	195	371	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.98847	70.1895	9.36584	0	937.665	0.195208	5891.52	1	0.0088623	13.6745	29.7214	0	0
2017-05-22 14:25:24	189	372	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.98926	74.0202	8.40738	0	841.642	0.0938798	5288.19	1	0.0088623	13.6745	29.9813	0	0
2017-05-22 14:25:38	194	373	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.99125	75.8837	9.74438	0	975.291	0.225441	6127.94	1	0.0088623	13.6923	29.7214	0	0
2017-05-22 14:25:08	183	374	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.99049	59.8425	7.81956	0	782.7	0.154043	4917.85	1	0.0088623	13.6657	30.2411	0	0
2017-05-22 14:25:16	186	375	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.98487	81.5094	7.04118	0	705.185	0.184718	4430.81	1	0.0088623	13.6745	30.1112	0	0
2017-05-22 14:05:32	177	331	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.55736	96.5149	5.53985	0	844.828	0.630266	5308.21	1	0.0088623	13.6745	29.7214	0	0
2017-05-22 14:05:14	170	332	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.98399	83.3154	6.52213	0	653.259	0.594302	4104.55	1	0.0088623	13.6745	30.1112	0	0
2017-05-22 14:05:03	166	333	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.99261	62.6269	7.90586	0	791.171	0.114869	4971.07	1	0.0088623	13.772	30.1112	0	0
2017-05-22 14:05:06	167	334	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98924	65.3334	7.317	0	732.488	0.265688	4602.36	1	0.0088623	13.5327	30.1112	0	0
2017-05-22 14:05:27	175	335	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		6.08656	96.4355	5.30492	0	871.579	0.636727	5476.29	1	0.0088623	13.6391	29.7214	0	0
2017-05-22 14:05:21	173	336	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.99283	62.1338	8.94331	0	894.973	0.441643	5623.28	1	0.0088623	13.6568	29.8513	0	0
2017-05-22 14:05:35	178	337	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98656	73.4219	10.1828	0	1019.65	0.076617	6406.68	1	0.0088623	13.6745	29.5914	0	0
2017-05-22 14:05:19	172	338	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.98933	67.9555	7.75127	0	775.955	0.0803446	4875.47	1	0.0088623	13.6923	29.9813	0	0
2017-05-22 14:05:30	176	339	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		6.49834	96.2655	6.94836	0	1069.25	0.535075	6718.3	1	0.0088623	13.6834	29.7214	0	0
2017-05-22 14:05:11	169	340	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.98521	87.0096	6.67684	0	668.673	0.24892	4201.39	1	0.0088623	13.6568	30.1112	0	0
2017-05-22 14:05:40	180	341	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.98926	69.5037	9.26992	0	927.989	0.156199	5830.73	1	0.0088623	13.6568	29.5914	0	0
2017-05-22 14:05:24	174	342	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.98608	73.4866	8.3243	0	833.59	0.0917756	5237.6	1	0.0088623	13.6923	29.8513	0	0
2017-05-22 14:05:38	179	343	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.98998	75.0712	9.65913	0	966.882	0.216246	6075.1	1	0.0088623	13.6923	29.5914	0	0
2017-05-22 14:05:08	168	344	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.99118	59.4153	7.72228	0	772.909	0.165327	4856.33	1	0.0088623	13.6745	30.1112	0	0
2017-05-22 14:05:16	171	345	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.98371	80.357	6.93843	0	694.975	0.085025	4366.66	1	0.0088623	13.6657	29.9813	0	0
2017-05-22 13:45:33	162	301	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.63685	96.3917	5.53604	0	834.137	0.539099	5241.04	1	0.0088623	13.71	29.7214	0	0
2017-05-22 13:45:14	155	302	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.98491	82.0916	6.44179	0	645.152	0.592088	4053.61	1	0.0088623	13.6923	30.1112	0	0
2017-05-22 13:45:03	151	303	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.993	61.9832	7.80769	0	781.316	0.138414	4909.15	1	0.0088623	13.7809	30.2411	0	0
2017-05-22 13:45:06	152	304	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98745	64.7095	7.23013	0	723.922	0.253295	4548.53	1	0.0088623	13.5682	30.1112	0	0
2017-05-22 13:45:27	160	305	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		6.17838	96.4981	5.37891	0	870.602	0.453493	5470.15	1	0.0088623	13.6568	29.8513	0	0
2017-05-22 13:45:22	158	306	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.99184	61.3808	8.85545	0	886.268	0.490525	5568.59	1	0.0088623	13.6479	29.9813	0	0
2017-05-22 13:45:35	163	307	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98765	72.5894	10.084	0	1009.65	0.118083	6343.82	1	0.0088623	13.6923	29.7214	0	0
2017-05-22 13:45:20	157	308	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.98963	67.3762	7.66244	0	767.039	0.0611298	4819.45	1	0.0088623	13.6923	29.9813	0	0
2017-05-22 13:45:30	161	309	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		6.51622	96.0074	6.50229	0	997.862	0.928578	6269.75	1	0.0088623	13.7011	29.7214	0	0
2017-05-22 13:45:11	154	310	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.98521	85.8764	6.54312	0	655.281	0.399016	4117.25	1	0.0088623	13.6391	30.1112	0	0
2017-05-22 13:45:41	165	311	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.98795	68.6981	9.17601	0	918.708	0.142358	5772.41	1	0.0088623	13.71	29.4615	0	0
2017-05-22 13:45:25	159	312	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.98822	72.9324	8.23146	0	824.117	0.101042	5178.08	1	0.0088623	13.71	29.7214	0	0
2017-05-22 13:45:38	164	313	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.98578	74.2236	9.56237	0	957.598	0.172837	6016.77	1	0.0088623	13.71	29.7214	0	0
2017-05-22 13:45:09	153	314	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.99282	59.0438	7.6189	0	762.437	0.171065	4790.53	1	0.0088623	13.6923	30.1112	0	0
2017-05-22 13:45:17	156	315	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.98635	79.1949	6.84798	0	685.733	0.23118	4308.59	1	0.0088623	13.6568	29.8513	0	0
2017-05-22 13:25:32	147	271	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.73022	96.5919	5.54566	0	823.994	0.879028	5177.3	1	0.0088623	13.6391	30.1112	0	0
2017-05-22 13:25:14	140	272	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.9829	80.77	6.34849	0	635.937	0.568392	3995.71	1	0.0088623	13.6745	30.3711	0	0
2017-05-22 13:25:03	136	273	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.99151	61.1555	7.70101	0	770.756	0.125601	4842.8	1	0.0088623	13.772	30.501	0	0
2017-05-22 13:25:06	137	274	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98941	63.9214	7.12658	0	713.414	0.240737	4482.51	1	0.0088623	13.5239	30.501	0	0
2017-05-22 13:25:27	145	275	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		6.28297	96.6573	5.35189	0	851.809	0.532847	5352.08	1	0.0088623	13.6745	30.1112	0	0
2017-05-22 13:25:22	143	276	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.99244	60.5854	8.67004	0	867.66	0.495804	5451.67	1	0.0088623	13.6391	30.1112	0	0
2017-05-22 13:25:35	148	277	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98832	71.6794	9.9215	0	993.31	0.105354	6241.15	1	0.0088623	13.6923	29.9813	0	0
2017-05-22 13:25:19	142	278	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.99142	66.6203	7.57487	0	758.137	0.0495663	4763.52	1	0.0088623	13.6923	30.2411	0	0
2017-05-22 13:25:30	146	279	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		6.63858	96.4873	6.41509	0	966.335	0.608491	6071.66	1	0.0088623	13.6657	30.1112	0	0
2017-05-22 13:25:11	139	280	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.98327	84.5973	6.44942	0	646.022	0.0988655	4059.08	1	0.0088623	13.6036	30.501	0	0
2017-05-22 13:25:41	150	281	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		9.99007	67.7784	9.0413	0	905.029	0.14177	5686.47	1	0.0088623	13.6745	29.8513	0	0
2017-05-22 13:25:24	144	282	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.98778	72.4105	8.10064	0	811.055	0.0789734	5096.01	1	0.0088623	13.6923	30.2411	0	0
2017-05-22 13:25:38	149	283	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		9.98849	73.2818	9.41195	0	942.28	0.0552416	5920.52	1	0.0088623	13.6036	29.9813	0	0
2017-05-22 13:25:08	138	284	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.99228	58.6336	7.50285	0	750.865	0.153454	4717.83	1	0.0088623	13.6745	30.3711	0	0
2017-05-22 13:25:16	141	285	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.9855	77.8205	6.72883	0	673.86	0.221609	4233.99	1	0.0088623	13.6391	30.2411	0	0
2017-05-22 13:05:34	132	241	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.84887	96.5955	5.55373	0	810.898	0.753827	5095.02	1	0.0088623	13.6923	29.8513	0	0
2017-05-22 13:05:14	125	242	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.9847	79.4884	6.25227	0	626.185	0.603592	3934.43	1	0.0088623	13.6657	30.2411	0	0
2017-05-22 13:05:03	121	243	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		9.99071	60.312	7.59344	0	760.049	0.159544	4775.53	1	0.0088623	13.772	30.3711	0	0
2017-05-22 13:05:06	122	244	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		9.98813	63.1482	7.02183	0	703.017	0.233002	4417.19	1	0.0088623	13.5682	30.2411	0	0
2017-05-22 13:05:28	130	245	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		6.38505	96.6061	5.34411	0	836.973	0.407143	5258.86	1	0.0088623	13.6923	29.9813	0	0
2017-05-22 13:05:22	128	246	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		9.9928	59.5807	8.52087	0	852.7	0.443587	5357.68	1	0.0088623	13.6391	29.9813	0	0
2017-05-22 13:05:36	133	247	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		9.98891	70.7512	9.86704	0	987.799	0.136814	6206.53	1	0.0088623	13.6745	29.7214	0	0
2017-05-22 13:05:20	127	248	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		9.98957	66.0563	7.47643	0	748.423	0.0530257	4702.48	1	0.0088623	13.6923	29.8513	0	0
2017-05-22 13:05:31	131	249	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		6.75907	96.6958	6.53304	0	966.558	0.947716	6073.06	1	0.0088623	13.6568	29.9813	0	0
