Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-07 20:05:46	492	961	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		50.0289	356.161	5.94166	0	118.765	1.38398	746.22	2	0.0088623	13.3023	29.4615	0	0	
2017-06-07 20:05:20	485	962	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		50.0087	415.489	6.57151	0	131.407	2.36032	825.657	2	0.0088623	13.3112	29.9813	0	0	
2017-06-07 20:05:04	481	963	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		2.81368	470.07	0.609151	0	216.496	12.4153	1360.29	2	0.0088623	13.5327	29.9813	0	0	
2017-06-07 20:05:08	482	964	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		35.1051	517.75	21.4903	0	612.17	4.65589	3846.38	2	0.0088623	13.2669	29.9813	0	0	
2017-06-07 20:05:31	488	966	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		49.9989	415.398	364.382	0	7287.8	4.57397	45790.6	2	0.0088623	13.4175	29.7214	0	0	
2017-06-07 20:05:27	487	968	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		50.0015	414.432	0.723528	0	14.4701	5.97155	90.9184	2	0.0088623	13.3555	29.8513	0	0	
2017-06-07 20:05:16	484	970	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		50.0051	444.657	125.513	0	2510.01	1.58378	15770.8	2	0.0088623	13.2403	29.9813	0	0	
2017-06-07 20:05:56	495	971	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		7.8615	462.903	2.27773	0	289.732	13.2889	1820.44	2	0.0088623	13.6923	29.4615	0	0	
2017-06-07 20:05:35	489	972	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		50.0048	422.939	5.74061E-5	0	0.00114801	0.585635	0.00721316	2	0.0088623	13.0808	29.7214	0	0	
2017-06-07 20:05:23	486	975	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		50.0385	301.614	213.795	0	4272.6	3.47028	26845.6	2	0.0088623	13.0364	29.9813	0	0	
