Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-08 21:25:39	1062	2101	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		49.9926	456.215	19.1436	0	382.929	0.719175	2406.01	2	0.0088623	12.8947	29.7214	0	0	
2017-06-08 21:25:16	1055	2102	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		48.9987	551.127	1.84353	0	37.624	1.99406	236.398	2	0.0088623	13.0187	30.1112	0	0	
2017-06-08 21:25:25	1058	2106	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		42.2381	556.251	465.313	0	11016.4	3.96722	69218.3	2	0.0088623	12.8592	29.8513	0	0	
2017-06-08 21:25:42	1063	2107	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		20.447	515.995	16.3551	0	799.875	0.671995	5025.76	2	0.0088623	13.0364	29.5914	0	0	
2017-06-08 21:25:22	1057	2108	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		40.4824	515.459	2.27929	0	56.3034	1.18208	353.764	2	0.0088623	12.9301	29.7214	0	0	
2017-06-08 21:25:36	1061	2109	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		27.28	555.236	129.654	0	4752.69	1.15143	29862	2	0.0088623	12.8947	29.7214	0	0	
2017-06-08 21:25:12	1054	2110	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		43.8402	555.982	137.86	0	3144.61	1.18892	19758.2	2	0.0088623	12.8947	30.1112	0	0	
2017-06-08 21:25:09	1053	2114	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		30.6891	517.291	257.276	0	8383.3	2.35755	52673.9	2	0.0088623	13.0719	29.9813	0	0	
2017-06-08 21:25:19	1056	2115	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		50.0251	383.946	283.753	0	5672.22	2.03016	35639.6	2	0.0088623	13.001	29.9813	0	0	
