Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-09 11:25:42	597	1201	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		8.36661	500.359	7.09216	0	847.674	0.62631	5326.09	2	0.0088623	13.001	29.5914	0	0	
2017-06-09 11:25:18	590	1202	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.56191	518.795	4.00812	0	419.176	7.13989	2633.76	2	0.0088623	12.9212	29.7214	0	0	
2017-06-09 11:25:03	586	1203	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		0.817735	215.534	1.30025	0	1590.06	2.92342	9990.65	2	0.0088623	13.1073	29.9813	0	0	
2017-06-09 11:25:07	587	1204	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		0.448557	499.759	2.73725	0	6102.36	8.92262	38342.3	2	0.0088623	13.001	29.9813	0	0	
2017-06-09 11:25:28	593	1206	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		5.28407	478.552	297.166	0	56238	5.62936	353354	2	0.0088623	12.9833	29.8513	0	0	
2017-06-09 11:25:45	598	1207	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		1.1619	326.721	1.31571	0	1132.38	0.510119	7114.98	2	0.0088623	12.9833	29.7214	0	0	
2017-06-09 11:25:25	592	1208	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		5.29112	519.889	0.784775	0	148.319	2.01933	931.918	2	0.0088623	13.001	29.9813	0	0	
2017-06-09 11:25:38	596	1209	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		4.84249	525.889	105.939	0	21877	0.322739	137457	2	0.0088623	13.0276	29.7214	0	0	
2017-06-09 11:25:15	589	1210	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.95767	492.402	112.446	0	11292.5	1.67639	70952.6	2	0.0088623	12.9744	30.1112	0	0	
2017-06-09 11:25:11	588	1214	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		3.48407	438.604	146.806	0	42136.2	1.52052	264750	2	0.0088623	12.9833	30.1112	0	0	
2017-06-09 11:25:21	591	1215	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.94775	488.327	242.02	0	24329.1	2.20466	152864	2	0.0088623	12.9478	29.7214	0	0	
