Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-09 09:05:42	492	991	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		16.5699	488.486	7.9253	0	478.295	1.74097	3005.22	2	0.0088623	12.8769	29.7214	0	0	
2017-06-09 09:05:17	485	992	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		16.9195	536.261	20.3225	0	1201.13	1.40491	7546.92	2	0.0088623	12.9833	30.2411	0	0	
2017-06-09 09:05:06	482	994	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		1.60248	532.678	2.20967	0	1378.91	9.59644	8663.94	2	0.0088623	13.0985	30.2411	0	0	
2017-06-09 09:05:28	488	996	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		8.046	478.246	285.831	0	35524.7	1.84714	223208	2	0.0088623	12.9124	29.9813	0	0	
2017-06-09 09:05:46	493	997	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		4.35026	506.267	4.35922	0	1002.06	3.55688	6296.12	2	0.0088623	12.8415	29.5914	0	0	
2017-06-09 09:05:24	487	998	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		7.99645	505.294	2.6631	0	333.035	8.03096	2092.52	2	0.0088623	12.9656	29.9813	0	0	
2017-06-09 09:05:39	491	999	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		8.57671	520.728	103.301	0	12044.3	0.0422894	75676.7	2	0.0088623	12.9301	29.7214	0	0	
2017-06-09 09:05:13	484	1000	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		18.0059	540.218	129.251	0	7178.25	1.15102	45102.2	2	0.0088623	12.9656	30.1112	0	0	
2017-06-09 09:05:53	495	1001	1	26	0	0	29	0	0	27	0	0	28	0	0	27.5	0	0.519		3.8923	370.627	4.15317	0	1067.02	0.274801	6704.29	2	0.0088623	12.8947	29.7214	0	0	
2017-06-09 09:05:32	489	1002	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		9.77376	501.352	6.9248E-5	0	0.00708509	0.639718	0.0445169	2	0.0088623	12.9478	29.9813	0	0	
2017-06-09 09:05:49	494	1003	1	25	0	0	28	0	0	26	0	0	27	0	0	26.5	0	0.519		3.15007	371.562	3.17506	0	1007.93	2.31569	6333.02	2	0.0088623	12.8947	29.7214	0	0	
2017-06-09 09:05:10	483	1004	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		9.95439	486.884	188.523	0	18938.7	1.59782	118995	2	0.0088623	13.0364	30.1112	0	0	
2017-06-09 09:05:20	486	1005	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		20.8691	516.192	382.01	0	18305	1.89794	115014	2	0.0088623	12.9656	30.1112	0	0	
