Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-08 15:25:39	792	1561	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		50.0101	408.499	17.022	0	340.371	1.65674	2138.61	2	0.0088623	13.1339	29.7214	0	0	
2017-06-08 15:25:15	785	1562	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		49.9866	501.009	19.0347	0	380.795	0.511772	2392.6	2	0.0088623	13.0542	29.8513	0	0	
2017-06-08 15:25:25	788	1566	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		46.0812	492.037	422.299	0	9164.24	3.46076	57580.6	2	0.0088623	13.1073	29.7214	0	0	
2017-06-08 15:25:42	793	1567	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		29.9526	547.495	5.64354	0	188.416	3.86412	1183.85	2	0.0088623	13.0896	29.4615	0	0	
2017-06-08 15:25:22	787	1568	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		49.5805	507.814	2.61914	0	52.826	4.39171	331.916	2	0.0088623	12.9124	29.7214	0	0	
2017-06-08 15:25:35	791	1569	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		34.1392	557.541	139.301	0	4080.38	0.473406	25637.8	2	0.0088623	12.9567	29.5914	0	0	
2017-06-08 15:25:12	784	1570	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		49.9673	551.985	144.351	0	2888.91	1.47341	18151.6	2	0.0088623	13.0896	29.9813	0	0	
2017-06-08 15:25:29	789	1572	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		49.5454	467.161	2.1803	0	44.0062	0.887253	276.499	2	0.0088623	12.9478	29.5914	0	0	
2017-06-08 15:25:09	783	1574	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		40.0879	524.471	248.112	0	6189.2	2.04462	38887.9	2	0.0088623	13.1694	29.9813	0	0	
2017-06-08 15:25:19	786	1575	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		50.0332	343.37	240.35	0	4803.81	2.50448	30183.3	2	0.0088623	12.9124	29.7214	0	0	
