Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-09 14:25:42	732	1471	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		6.58594	524.831	6.1067	0	927.233	1.81934	5825.98	2	0.0088623	13.0719	29.9813	0	0	
2017-06-09 14:25:18	725	1472	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		9.32829	518.303	22.1469	0	2374.17	7.7684	14917.3	2	0.0088623	13.0099	30.2411	0	0	
2017-06-09 14:25:04	721	1473	1	0	0	0	3	0	0	1	0	0	2	0	0	1.5	0	0.519		0.82235	202.342	1.06968	0	1300.76	0.654208	8172.89	2	0.0088623	13.3909	30.3711	0	0	
2017-06-09 14:25:07	722	1474	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		1.58327	319.188	10.4604	0	6606.83	12.5885	41511.9	2	0.0088623	13.0896	30.3711	0	0	
2017-06-09 14:25:28	728	1476	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		3.71518	496.86	355.491	0	95686	1.54625	601213	2	0.0088623	13.0364	30.1112	0	0	
2017-06-09 14:25:45	733	1477	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		0.985963	335.526	1.31739	0	1336.14	1.67515	8395.22	2	0.0088623	13.0719	29.8513	0	0	
2017-06-09 14:25:25	727	1478	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		3.3227	557.896	1.13443	0	341.419	4.33668	2145.2	2	0.0088623	13.0364	30.2411	0	0	
2017-06-09 14:25:39	731	1479	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		4.08099	524.47	126.129	0	30906.3	4.36839	194190	2	0.0088623	13.0364	30.1112	0	0	
2017-06-09 14:25:14	724	1480	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		9.94896	497.828	104.158	0	10469.3	7.36978	65780.4	2	0.0088623	13.0719	30.3711	0	0	
2017-06-09 14:25:32	729	1482	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		3.60825	502.336	6.68343E-5	0	0.0185227	3.50668	0.116381	2	0.0088623	13.0719	30.1112	0	0	
2017-06-09 14:25:11	723	1484	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		3.60817	446.628	140.558	0	38955.4	0.902354	244764	2	0.0088623	13.0719	30.3711	0	0	
2017-06-09 14:25:21	726	1485	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		9.14768	493.684	258.791	0	28290.4	0.0592515	177754	2	0.0088623	13.063	30.1112	0	0	
