Time	Temperature [°C]	Status	Temperature [°C]	Status
	325 02271 (Address: 1)	325 02271 (Address: 1)	325 02272 (Address: 1)	325 02272 (Address: 1)
	GMH 3750	GMH 3750	GMH 3750	GMH 3750
	Record index 1	Record index 1	Record index 1	Record index 1
07.06.2017 10:44	10,42		10,39	
07.06.2017 10:45	10,4		10,38	
07.06.2017 10:45	10,4		10,38	
07.06.2017 10:46	10,38		10,39	
07.06.2017 10:46	10,38		10,38	
07.06.2017 10:47	10,37		10,38	
07.06.2017 10:47	10,36		10,38	
07.06.2017 10:48	10,5		10,38	
07.06.2017 10:48	10,86		10,38	
07.06.2017 10:49	10,76		10,38	
07.06.2017 10:49	10,64		10,38	
07.06.2017 10:50	10,55		10,38	
07.06.2017 10:50	10,48		10,38	
07.06.2017 10:51	10,42		10,38	
07.06.2017 10:51	10,37		10,38	
07.06.2017 10:52	10,33		10,38	
07.06.2017 10:52	10,31		10,38	
07.06.2017 10:53	10,3		10,37	
07.06.2017 10:53	10,27		10,37	
07.06.2017 10:54	10,26		10,37	
07.06.2017 10:54	10,26		10,37	
07.06.2017 10:55	10,25		10,37	
07.06.2017 10:55	10,26		10,37	
07.06.2017 10:56	10,27		10,37	
07.06.2017 10:56	10,28		10,36	
07.06.2017 10:57	10,29		10,37	
07.06.2017 10:57	10,29		10,36	
07.06.2017 10:58	10,3		10,36	
07.06.2017 10:58	10,3		10,35	
07.06.2017 10:59	10,31		10,36	
07.06.2017 10:59	10,32		10,36	
07.06.2017 11:00	10,33		10,36	
07.06.2017 11:00	10,32		10,35	
07.06.2017 11:01	10,32		10,35	
07.06.2017 11:01	10,32		10,35	
07.06.2017 11:02	10,33		10,35	
07.06.2017 11:02	10,32		10,35	
07.06.2017 11:03	10,32		10,35	
07.06.2017 11:03	10,32		10,35	
07.06.2017 11:04	10,32		10,35	
07.06.2017 11:04	10,32		10,35	
07.06.2017 11:05	10,32		10,35	
07.06.2017 11:05	10,32		10,35	
07.06.2017 11:06	10,32		10,33	
07.06.2017 11:06	10,33		10,38	
07.06.2017 11:07	10,33		10,33	
07.06.2017 11:07	10,32		10,35	
07.06.2017 11:08	10,32		10,35	
07.06.2017 11:08	10,32		10,35	
07.06.2017 11:09	10,32		10,34	
07.06.2017 11:09	10,31		10,34	
07.06.2017 11:10	10,3		10,34	
07.06.2017 11:10	10,3		10,34	
07.06.2017 11:11	10,3		10,34	
07.06.2017 11:11	10,3		10,34	
07.06.2017 11:12	10,29		10,34	
07.06.2017 11:12	10,3		10,33	
07.06.2017 11:13	10,3		10,33	
07.06.2017 11:13	10,3		10,33	
07.06.2017 11:14	10,29		10,33	
07.06.2017 11:14	10,29		10,33	
07.06.2017 11:15	10,28		10,32	
07.06.2017 11:15	10,29		10,33	
07.06.2017 11:16	10,29		10,33	
07.06.2017 11:16	10,29		10,33	
07.06.2017 11:17	10,28		10,32	
07.06.2017 11:17	10,29		10,33	
07.06.2017 11:18	10,28		10,32	
07.06.2017 11:18	10,28		10,32	
07.06.2017 11:19	10,28		10,32	
07.06.2017 11:19	10,28		10,32	
07.06.2017 11:20	10,28		10,32	
07.06.2017 11:20	10,29		10,32	
07.06.2017 11:21	10,28		10,32	
07.06.2017 11:21	10,27		10,32	
07.06.2017 11:22	10,28		10,32	
07.06.2017 11:22	10,28		10,32	
07.06.2017 11:23	10,27		10,31	
07.06.2017 11:23	10,27		10,32	
07.06.2017 11:24	10,27		10,32	
07.06.2017 11:24	10,27		10,32	
07.06.2017 11:25	10,26		10,32	
07.06.2017 11:25	10,26		10,31	
07.06.2017 11:26	10,27		10,31	
07.06.2017 11:26	10,27		10,3	
07.06.2017 11:27	10,26		10,3	
07.06.2017 11:27	10,26		10,31	
07.06.2017 11:28	10,24		10,3	
07.06.2017 11:28	10,19		10,3	
07.06.2017 11:29	10,12		10,29	
07.06.2017 11:29	10,04		10,3	
07.06.2017 11:30	9,97		10,29	
07.06.2017 11:30	9,88		10,29	
07.06.2017 11:31	9,76		10,28	
07.06.2017 11:31	9,67		10,28	
07.06.2017 11:32	9,62		10,27	
07.06.2017 11:32	9,55		10,26	
07.06.2017 11:33	9,48		10,25	
07.06.2017 11:33	9,43		10,25	
07.06.2017 11:34	9,4		10,24	
07.06.2017 11:34	9,37		10,24	
07.06.2017 11:35	9,33		10,23	
07.06.2017 11:35	9,28		10,22	
07.06.2017 11:36	9,26		10,22	
07.06.2017 11:36	9,23		10,21	
07.06.2017 11:37	9,16		10,19	
07.06.2017 11:37	9,12		10,19	
07.06.2017 11:38	9,08		10,18	
07.06.2017 11:38	9,08		10,16	
07.06.2017 11:39	9,09		10,15	
07.06.2017 11:39	9,05		10,15	
07.06.2017 11:40	9,02		10,13	
07.06.2017 11:40	9,01		10,12	
07.06.2017 11:41	9,01		10,11	
07.06.2017 11:41	8,96		10,1	
07.06.2017 11:42	8,91		10,09	
07.06.2017 11:42	8,89		10,06	
07.06.2017 11:43	8,87		10,06	
07.06.2017 11:43	8,89		10,04	
07.06.2017 11:44	8,87		10,03	
07.06.2017 11:44	8,83		10,02	
07.06.2017 11:45	8,79		10,01	
07.06.2017 11:45	8,79		9,95	
07.06.2017 11:46	8,8		9,97	
07.06.2017 11:46	8,75		9,96	
07.06.2017 11:47	8,69		9,95	
07.06.2017 11:47	8,66		9,93	
07.06.2017 11:48	8,66		9,92	
07.06.2017 11:48	8,67		9,91	
07.06.2017 11:49	8,67		9,89	
07.06.2017 11:49	8,64		9,87	
07.06.2017 11:50	8,6		9,86	
07.06.2017 11:50	8,6		9,85	
07.06.2017 11:51	8,6		9,83	
07.06.2017 11:51	8,57		9,82	
07.06.2017 11:52	8,52		9,8	
07.06.2017 11:52	8,48		9,79	
07.06.2017 11:53	8,47		9,77	
07.06.2017 11:53	8,46		9,76	
07.06.2017 11:54	8,47		9,74	
07.06.2017 11:54	8,47		9,73	
07.06.2017 11:55	8,41		9,71	
07.06.2017 11:55	8,37		9,7	
07.06.2017 11:56	8,38		9,68	
07.06.2017 11:56	8,4		9,67	
07.06.2017 11:57	8,38		9,66	
07.06.2017 11:57	8,33		9,64	
07.06.2017 11:58	8,3		9,61	
07.06.2017 11:58	8,28		9,6	
07.06.2017 11:59	8,28		9,59	
07.06.2017 11:59	8,29		9,57	
07.06.2017 12:00	8,28		9,56	
07.06.2017 12:00	8,24		9,54	
07.06.2017 12:01	8,21		9,53	
07.06.2017 12:01	8,19		9,51	
07.06.2017 12:02	8,21		9,5	
07.06.2017 12:02	8,2		9,48	
07.06.2017 12:03	8,14		9,46	
07.06.2017 12:03	8,1		9,45	
07.06.2017 12:04	8,07		9,43	
07.06.2017 12:04	8,06		9,41	
07.06.2017 12:05	8,07		9,36	
07.06.2017 12:05	8,02		9,39	
07.06.2017 12:06	8,07		9,36	
07.06.2017 12:06	8,01		9,36	
07.06.2017 12:07	7,98		9,33	
07.06.2017 12:07	7,98		9,32	
07.06.2017 12:08	7,99		9,3	
07.06.2017 12:08	8,01		9,3	
07.06.2017 12:09	7,95		9,27	
07.06.2017 12:09	7,88		9,26	
07.06.2017 12:10	7,85		9,23	
07.06.2017 12:10	7,84		9,23	
07.06.2017 12:11	7,85		9,2	
07.06.2017 12:11	7,87		9,2	
07.06.2017 12:12	7,88		9,18	
07.06.2017 12:12	7,83		9,17	
07.06.2017 12:13	7,77		9,15	
07.06.2017 12:13	7,75		9,13	
07.06.2017 12:14	7,76		9,11	
07.06.2017 12:14	7,77		9,1	
07.06.2017 12:15	7,79		9,08	
07.06.2017 12:15	7,74		9,07	
07.06.2017 12:16	7,68		9,05	
07.06.2017 12:16	7,63		9,03	
07.06.2017 12:17	7,61		9,02	
07.06.2017 12:17	7,62		9	
07.06.2017 12:18	7,64		8,99	
07.06.2017 12:18	7,65		8,97	
07.06.2017 12:19	7,65		8,96	
07.06.2017 12:19	7,59		8,94	
07.06.2017 12:20	7,54		8,93	
07.06.2017 12:20	7,53		8,91	
07.06.2017 12:21	7,54		8,89	
07.06.2017 12:21	7,56		8,88	
07.06.2017 12:22	7,58		8,86	
07.06.2017 12:22	7,53		8,85	
07.06.2017 12:23	7,46		8,83	
07.06.2017 12:23	7,41		8,8	
07.06.2017 12:24	7,4		8,8	
07.06.2017 12:24	7,41		8,78	
07.06.2017 12:25	7,42		8,77	
07.06.2017 12:25	7,46		8,76	
07.06.2017 12:26	7,45		8,74	
07.06.2017 12:26	7,39		8,74	
07.06.2017 12:27	7,34		8,71	
07.06.2017 12:27	7,32		8,7	
07.06.2017 12:28	7,33		8,68	
07.06.2017 12:28	7,35		8,67	
07.06.2017 12:29	7,36		8,65	
07.06.2017 12:29	7,36		8,64	
07.06.2017 12:30	7,31		8,62	
07.06.2017 12:30	7,25		8,61	
07.06.2017 12:31	7,22		8,58	
07.06.2017 12:31	7,21		8,57	
07.06.2017 12:32	7,22		8,56	
07.06.2017 12:32	7,25		8,54	
07.06.2017 12:33	7,26		8,54	
07.06.2017 12:33	7,22		8,51	
07.06.2017 12:34	7,16		8,5	
07.06.2017 12:34	7,13		8,49	
07.06.2017 12:35	7,14		8,48	
07.06.2017 12:35	7,15		8,46	
07.06.2017 12:36	7,17		8,44	
07.06.2017 12:36	7,18		8,43	
07.06.2017 12:37	7,13		8,41	
07.06.2017 12:37	7,06		8,4	
07.06.2017 12:38	7,04		8,38	
07.06.2017 12:38	7,03		8,37	
07.06.2017 12:39	7,04		8,35	
07.06.2017 12:39	7,06		8,34	
07.06.2017 12:40	7,09		8,33	
07.06.2017 12:40	7,07		8,31	
07.06.2017 12:41	7,01		8,3	
07.06.2017 12:41	6,97		8,28	
07.06.2017 12:42	6,96		8,28	
07.06.2017 12:42	6,99		8,25	
07.06.2017 12:43	7		8,24	
07.06.2017 12:43	7,02		8,22	
07.06.2017 12:44	6,97		8,21	
07.06.2017 12:44	6,91		8,2	
07.06.2017 12:45	6,87		8,18	
07.06.2017 12:45	6,88		8,23	
07.06.2017 12:46	6,89		8,15	
07.06.2017 12:46	6,9		8,14	
07.06.2017 12:47	6,93		8,12	
07.06.2017 12:47	6,91		8,11	
07.06.2017 12:48	6,85		8,1	
07.06.2017 12:48	6,82		8,08	
07.06.2017 12:49	6,81		8,08	
07.06.2017 12:49	6,83		8,06	
07.06.2017 12:50	6,85		8,04	
07.06.2017 12:50	6,86		8,04	
07.06.2017 12:51	6,82		8,02	
07.06.2017 12:51	6,76		8,01	
07.06.2017 12:52	6,71		7,99	
07.06.2017 12:52	6,7		7,98	
07.06.2017 12:53	6,73		7,97	
07.06.2017 12:53	6,74		7,95	
07.06.2017 12:54	6,77		7,94	
07.06.2017 12:54	6,76		7,93	
07.06.2017 12:55	6,7		7,92	
07.06.2017 12:55	6,66		7,9	
07.06.2017 12:56	6,65		7,88	
07.06.2017 12:56	6,67		7,88	
07.06.2017 12:57	6,68		7,86	
07.06.2017 12:57	6,71		7,85	
07.06.2017 12:58	6,67		7,84	
07.06.2017 12:58	6,61		7,82	
07.06.2017 12:59	6,57		7,81	
07.06.2017 12:59	6,57		7,79	
07.06.2017 13:00	6,57		7,78	
07.06.2017 13:00	6,6		7,77	
07.06.2017 13:01	6,61		7,75	
07.06.2017 13:01	6,62		7,75	
07.06.2017 13:02	6,57		7,73	
07.06.2017 13:02	6,53		7,72	
07.06.2017 13:03	6,51		7,71	
07.06.2017 13:03	6,52		7,69	
07.06.2017 13:04	6,54		7,68	
07.06.2017 13:04	6,56		7,67	
07.06.2017 13:05	6,53		7,65	
07.06.2017 13:05	6,48		7,66	
07.06.2017 13:06	6,43		7,63	
07.06.2017 13:06	6,42		7,62	
07.06.2017 13:07	6,43		7,61	
07.06.2017 13:07	6,45		7,59	
07.06.2017 13:08	6,47		7,59	
07.06.2017 13:08	6,48		7,58	
07.06.2017 13:09	6,43		7,56	
07.06.2017 13:09	6,37		7,55	
07.06.2017 13:10	6,36		7,53	
07.06.2017 13:10	6,37		7,52	
07.06.2017 13:11	6,4		7,52	
07.06.2017 13:11	6,41		7,5	
07.06.2017 13:12	6,4		7,49	
07.06.2017 13:12	6,35		7,48	
07.06.2017 13:13	6,31		7,46	
07.06.2017 13:13	6,28		7,45	
07.06.2017 13:14	6,29		7,43	
07.06.2017 13:14	6,3		7,43	
07.06.2017 13:15	6,33		7,42	
07.06.2017 13:15	6,34		7,41	
07.06.2017 13:16	6,31		7,39	
07.06.2017 13:16	6,25		7,38	
07.06.2017 13:17	6,22		7,37	
07.06.2017 13:17	6,23		7,35	
07.06.2017 13:18	6,25		7,35	
07.06.2017 13:18	6,27		7,33	
07.06.2017 13:19	6,28		7,32	
07.06.2017 13:19	6,23		7,32	
07.06.2017 13:20	6,17		7,3	
07.06.2017 13:20	6,14		7,29	
07.06.2017 13:21	6,13		7,27	
07.06.2017 13:21	6,14		7,26	
07.06.2017 13:22	6,17		7,26	
07.06.2017 13:22	6,2		7,24	
07.06.2017 13:23	6,19		7,22	
07.06.2017 13:23	6,14		7,22	
07.06.2017 13:24	6,08		7,2	
07.06.2017 13:24	6,07		7,19	
07.06.2017 13:25	6,08		7,13	
07.06.2017 13:25	6,09		7,18	
07.06.2017 13:26	6,11		7,16	
07.06.2017 13:26	6,13		7,15	
07.06.2017 13:27	6,11		7,14	
07.06.2017 13:27	6,04		7,12	
07.06.2017 13:28	5,98		7,12	
07.06.2017 13:28	5,96		7,1	
07.06.2017 13:29	5,95		7,09	
07.06.2017 13:29	5,97		7,08	
07.06.2017 13:30	5,98		7,06	
07.06.2017 13:30	6		7,06	
07.06.2017 13:31	6,03		7,05	
07.06.2017 13:31	5,99		7,03	
07.06.2017 13:32	5,92		7,02	
07.06.2017 13:32	5,88		7,01	
07.06.2017 13:33	5,88		7	
07.06.2017 13:33	5,89		6,99	
07.06.2017 13:34	5,91		6,97	
07.06.2017 13:34	5,92		6,96	
07.06.2017 13:35	5,94		6,96	
07.06.2017 13:35	5,94		6,94	
07.06.2017 13:36	5,86		6,93	
07.06.2017 13:36	5,8		6,92	
07.06.2017 13:37	5,77		6,9	
07.06.2017 13:37	5,77		6,89	
07.06.2017 13:38	5,78		6,89	
07.06.2017 13:38	5,8		6,87	
07.06.2017 13:39	5,83		6,86	
07.06.2017 13:39	5,85		6,85	
07.06.2017 13:40	5,82		6,83	
07.06.2017 13:40	5,76		6,83	
07.06.2017 13:41	5,72		6,82	
07.06.2017 13:41	5,71		6,8	
07.06.2017 13:42	5,71		6,79	
07.06.2017 13:42	5,74		6,78	
07.06.2017 13:43	5,76		6,76	
07.06.2017 13:43	5,77		6,76	
07.06.2017 13:44	5,76		6,75	
07.06.2017 13:44	5,7		6,73	
07.06.2017 13:45	5,65		6,75	
07.06.2017 13:45	5,64		6,71	
07.06.2017 13:46	5,64		6,7	
07.06.2017 13:46	5,65		6,69	
07.06.2017 13:47	5,68		6,69	
07.06.2017 13:47	5,7		6,67	
07.06.2017 13:48	5,69		6,66	
07.06.2017 13:48	5,63		6,65	
07.06.2017 13:49	5,57		6,63	
07.06.2017 13:49	5,58		6,62	
07.06.2017 13:50	5,58		6,61	
07.06.2017 13:50	5,6		6,6	
07.06.2017 13:51	5,62		6,6	
07.06.2017 13:51	5,64		6,58	
07.06.2017 13:52	5,64		6,57	
07.06.2017 13:52	5,58		6,56	
07.06.2017 13:53	5,52		6,55	
07.06.2017 13:53	5,5		6,54	
07.06.2017 13:54	5,5		6,53	
07.06.2017 13:54	5,51		6,52	
07.06.2017 13:55	5,54		6,51	
07.06.2017 13:55	5,56		6,5	
07.06.2017 13:56	5,58		6,49	
07.06.2017 13:56	5,52		6,49	
07.06.2017 13:57	5,46		6,47	
07.06.2017 13:57	5,44		6,46	
07.06.2017 13:58	5,44		6,44	
07.06.2017 13:58	5,46		6,43	
07.06.2017 13:59	5,48		6,43	
07.06.2017 13:59	5,5		6,43	
07.06.2017 14:00	5,52		6,41	
07.06.2017 14:00	5,47		6,4	
07.06.2017 14:01	5,4		6,39	
07.06.2017 14:01	5,39		6,37	
07.06.2017 14:02	5,38		6,36	
07.06.2017 14:02	5,39		6,36	
07.06.2017 14:03	5,41		6,35	
07.06.2017 14:03	5,44		6,34	
07.06.2017 14:04	5,46		6,33	
07.06.2017 14:04	5,42		6,32	
07.06.2017 14:05	5,37		6,32	
07.06.2017 14:05	5,31		6,3	
07.06.2017 14:06	5,33		6,29	
07.06.2017 14:06	5,35		6,28	
07.06.2017 14:07	5,37		6,27	
07.06.2017 14:07	5,39		6,27	
07.06.2017 14:08	5,39		6,26	
07.06.2017 14:08	5,33		6,24	
07.06.2017 14:09	5,28		6,24	
07.06.2017 14:09	5,25		6,23	
07.06.2017 14:10	5,25		6,22	
07.06.2017 14:10	5,27		6,21	
07.06.2017 14:11	5,29		6,2	
07.06.2017 14:11	5,32		6,19	
07.06.2017 14:12	5,32		6,18	
07.06.2017 14:12	5,25		6,17	
07.06.2017 14:13	5,21		6,16	
07.06.2017 14:13	5,21		6,15	
07.06.2017 14:14	5,22		6,14	
07.06.2017 14:14	5,24		6,14	
07.06.2017 14:15	5,27		6,12	
07.06.2017 14:15	5,29		6,12	
07.06.2017 14:16	5,25		6,11	
07.06.2017 14:16	5,19		6,1	
07.06.2017 14:17	5,15		6,09	
07.06.2017 14:17	5,15		6,08	
07.06.2017 14:18	5,16		6,07	
07.06.2017 14:18	5,19		6,06	
07.06.2017 14:19	5,22		6,05	
07.06.2017 14:19	5,23		6,04	
07.06.2017 14:20	5,19		6,04	
07.06.2017 14:20	5,12		6,03	
07.06.2017 14:21	5,1		6,01	
07.06.2017 14:21	5,11		6,01	
07.06.2017 14:22	5,12		6	
07.06.2017 14:22	5,15		5,99	
07.06.2017 14:23	5,18		5,99	
07.06.2017 14:23	5,17		5,97	
07.06.2017 14:24	5,11		5,96	
07.06.2017 14:24	5,06		5,95	
07.06.2017 14:25	5,04		5,95	
07.06.2017 14:25	5,03		5,93	
07.06.2017 14:26	5,05		5,92	
07.06.2017 14:26	5,07		5,92	
07.06.2017 14:27	5,09		5,91	
07.06.2017 14:27	5,11		5,91	
07.06.2017 14:28	5,06		5,9	
07.06.2017 14:28	5		5,88	
07.06.2017 14:29	4,98		5,87	
07.06.2017 14:29	4,99		5,87	
07.06.2017 14:30	4,99		5,85	
07.06.2017 14:30	5,02		5,84	
07.06.2017 14:31	5,03		5,84	
07.06.2017 14:31	5,05		5,84	
07.06.2017 14:32	5,01		5,83	
07.06.2017 14:32	4,94		5,81	
07.06.2017 14:33	4,89		5,8	
07.06.2017 14:33	4,88		5,8	
07.06.2017 14:34	4,88		5,78	
07.06.2017 14:34	4,9		5,77	
07.06.2017 14:35	4,92		5,77	
07.06.2017 14:35	4,94		5,76	
07.06.2017 14:36	4,96		5,75	
07.06.2017 14:36	4,95		5,74	
07.06.2017 14:37	4,89		5,74	
07.06.2017 14:37	4,84		5,73	
07.06.2017 14:38	4,81		5,71	
07.06.2017 14:38	4,82		5,71	
07.06.2017 14:39	4,83		5,7	
07.06.2017 14:39	4,85		5,69	
07.06.2017 14:40	4,88		5,68	
07.06.2017 14:40	4,89		5,68	
07.06.2017 14:41	4,89		5,67	
07.06.2017 14:41	4,83		5,66	
07.06.2017 14:42	4,77		5,64	
07.06.2017 14:42	4,74		5,64	
07.06.2017 14:43	4,73		5,63	
07.06.2017 14:43	4,75		5,61	
07.06.2017 14:44	4,76		5,61	
07.06.2017 14:44	4,79		5,61	
07.06.2017 14:45	4,81		5,61	
07.06.2017 14:45	4,84		5,59	
07.06.2017 14:46	4,79		5,57	
07.06.2017 14:46	4,73		5,57	
07.06.2017 14:47	4,69		5,55	
07.06.2017 14:47	4,69		5,55	
07.06.2017 14:48	4,69		5,54	
07.06.2017 14:48	4,72		5,54	
07.06.2017 14:49	4,73		5,52	
07.06.2017 14:49	4,75		5,51	
07.06.2017 14:50	4,77		5,51	
07.06.2017 14:50	4,73		5,5	
07.06.2017 14:51	4,66		5,49	
07.06.2017 14:51	4,63		5,48	
07.06.2017 14:52	4,61		5,47	
07.06.2017 14:52	4,62		5,46	
07.06.2017 14:53	4,64		5,46	
07.06.2017 14:53	4,66		5,45	
07.06.2017 14:54	4,69		5,44	
07.06.2017 14:54	4,71		5,44	
07.06.2017 14:55	4,68		5,43	
07.06.2017 14:55	4,62		5,42	
07.06.2017 14:56	4,58		5,41	
07.06.2017 14:56	4,59		5,4	
07.06.2017 14:57	4,59		5,39	
07.06.2017 14:57	4,61		5,38	
07.06.2017 14:58	4,63		5,38	
07.06.2017 14:58	4,66		5,37	
07.06.2017 14:59	4,66		5,36	
07.06.2017 14:59	4,6		5,35	
07.06.2017 15:00	4,53		5,34	
07.06.2017 15:00	4,51		5,34	
07.06.2017 15:01	4,5		5,33	
07.06.2017 15:01	4,52		5,32	
07.06.2017 15:02	4,54		5,31	
07.06.2017 15:02	4,57		5,31	
07.06.2017 15:03	4,6		5,3	
07.06.2017 15:03	4,6		5,3	
07.06.2017 15:04	4,54		5,28	
07.06.2017 15:04	4,49		5,28	
07.06.2017 15:05	4,44		5,27	
07.06.2017 15:05	4,47		5,19	
07.06.2017 15:06	4,52		5,24	
07.06.2017 15:06	4,54		5,25	
07.06.2017 15:07	4,56		5,25	
07.06.2017 15:07	4,56		5,23	
07.06.2017 15:08	4,53		5,22	
07.06.2017 15:08	4,46		5,21	
07.06.2017 15:09	4,42		5,21	
07.06.2017 15:09	4,42		5,2	
07.06.2017 15:10	4,43		5,19	
07.06.2017 15:10	4,45		5,18	
07.06.2017 15:11	4,48		5,18	
07.06.2017 15:11	4,5		5,18	
07.06.2017 15:12	4,5		5,17	
07.06.2017 15:12	4,45		5,16	
07.06.2017 15:13	4,4		5,14	
07.06.2017 15:13	4,38		5,14	
07.06.2017 15:14	4,4		5,14	
07.06.2017 15:14	4,42		5,12	
07.06.2017 15:15	4,44		5,12	
07.06.2017 15:15	4,47		5,12	
07.06.2017 15:16	4,47		5,11	
07.06.2017 15:16	4,41		5,1	
07.06.2017 15:17	4,35		5,09	
07.06.2017 15:17	4,32		5,08	
07.06.2017 15:18	4,33		5,08	
07.06.2017 15:18	4,34		5,07	
07.06.2017 15:19	4,37		5,06	
07.06.2017 15:19	4,39		5,05	
07.06.2017 15:20	4,41		5,05	
07.06.2017 15:20	4,39		5,04	
07.06.2017 15:21	4,34		5,04	
07.06.2017 15:21	4,3		5,03	
07.06.2017 15:22	4,29		5,01	
07.06.2017 15:22	4,31		5,01	
07.06.2017 15:23	4,34		5,01	
07.06.2017 15:23	4,35		5	
07.06.2017 15:24	4,38		4,99	
07.06.2017 15:24	4,35		4,98	
07.06.2017 15:25	4,29		4,99	
07.06.2017 15:25	4,26		4,97	
07.06.2017 15:26	4,24		4,96	
07.06.2017 15:26	4,26		4,95	
07.06.2017 15:27	4,27		4,95	
07.06.2017 15:27	4,3		4,94	
07.06.2017 15:28	4,32		4,94	
07.06.2017 15:28	4,33		4,93	
07.06.2017 15:29	4,27		4,92	
07.06.2017 15:29	4,23		4,91	
07.06.2017 15:30	4,21		4,91	
07.06.2017 15:30	4,22		4,9	
07.06.2017 15:31	4,24		4,9	
07.06.2017 15:31	4,27		4,89	
07.06.2017 15:32	4,29		4,89	
07.06.2017 15:32	4,29		4,88	
07.06.2017 15:33	4,24		4,88	
07.06.2017 15:33	4,18		4,86	
07.06.2017 15:34	4,16		4,85	
07.06.2017 15:34	4,15		4,85	
07.06.2017 15:35	4,17		4,84	
07.06.2017 15:35	4,19		4,84	
07.06.2017 15:36	4,21		4,83	
07.06.2017 15:36	4,25		4,82	
07.06.2017 15:37	4,25		4,82	
07.06.2017 15:37	4,19		4,81	
07.06.2017 15:38	4,14		4,81	
07.06.2017 15:38	4,13		4,79	
07.06.2017 15:39	4,14		4,78	
07.06.2017 15:39	4,14		4,78	
07.06.2017 15:40	4,17		4,78	
07.06.2017 15:40	4,18		4,78	
07.06.2017 15:41	4,2		4,76	
07.06.2017 15:41	4,17		4,76	
07.06.2017 15:42	4,1		4,75	
07.06.2017 15:42	4,06		4,75	
07.06.2017 15:43	4,04		4,73	
07.06.2017 15:43	4,04		4,72	
07.06.2017 15:44	4,06		4,72	
07.06.2017 15:44	4,08		4,72	
07.06.2017 15:45	4,08		4,71	
07.06.2017 15:45	4,12		4,67	
07.06.2017 15:46	4,13		4,7	
07.06.2017 15:46	4,08		4,69	
07.06.2017 15:47	4,01		4,68	
07.06.2017 15:47	3,97		4,68	
07.06.2017 15:48	3,98		4,67	
07.06.2017 15:48	4		4,66	
07.06.2017 15:49	4		4,66	
07.06.2017 15:49	4,03		4,66	
07.06.2017 15:50	4,05		4,65	
07.06.2017 15:50	4,07		4,65	
07.06.2017 15:51	4,08		4,63	
07.06.2017 15:51	4,02		4,63	
07.06.2017 15:52	3,96		4,62	
07.06.2017 15:52	3,91		4,62	
07.06.2017 15:53	3,9		4,61	
07.06.2017 15:53	3,91		4,6	
07.06.2017 15:54	3,93		4,59	
07.06.2017 15:54	3,95		4,59	
07.06.2017 15:55	3,97		4,59	
07.06.2017 15:55	4		4,58	
07.06.2017 15:56	4,01		4,57	
07.06.2017 15:56	3,97		4,56	
07.06.2017 15:57	3,91		4,55	
07.06.2017 15:57	3,87		4,55	
07.06.2017 15:58	3,87		4,54	
07.06.2017 15:58	3,88		4,53	
07.06.2017 15:59	3,9		4,53	
07.06.2017 15:59	3,92		4,52	
07.06.2017 16:00	3,93		4,52	
07.06.2017 16:00	3,96		4,51	
07.06.2017 16:01	3,97		4,5	
07.06.2017 16:01	3,9		4,49	
07.06.2017 16:02	3,84		4,49	
07.06.2017 16:02	3,81		4,49	
07.06.2017 16:03	3,8		4,48	
07.06.2017 16:03	3,82		4,47	
07.06.2017 16:04	3,83		4,46	
07.06.2017 16:04	3,87		4,46	
07.06.2017 16:05	3,89		4,45	
07.06.2017 16:05	3,8		4,45	
07.06.2017 16:06	3,88		4,44	
07.06.2017 16:06	3,81		4,43	
07.06.2017 16:07	3,78		4,42	
07.06.2017 16:07	3,78		4,42	
07.06.2017 16:08	3,8		4,41	
07.06.2017 16:08	3,82		4,4	
07.06.2017 16:09	3,84		4,4	
07.06.2017 16:09	3,85		4,39	
07.06.2017 16:10	3,88		4,39	
07.06.2017 16:10	3,85		4,39	
07.06.2017 16:11	3,79		4,38	
07.06.2017 16:11	3,75		4,37	
07.06.2017 16:12	3,73		4,36	
07.06.2017 16:12	3,74		4,36	
07.06.2017 16:13	3,75		4,35	
07.06.2017 16:13	3,77		4,35	
07.06.2017 16:14	3,8		4,34	
07.06.2017 16:14	3,83		4,33	
07.06.2017 16:15	3,83		4,33	
07.06.2017 16:15	3,78		4,33	
07.06.2017 16:16	3,72		4,32	
07.06.2017 16:16	3,71		4,31	
07.06.2017 16:17	3,71		4,3	
07.06.2017 16:17	3,73		4,3	
07.06.2017 16:18	3,75		4,3	
07.06.2017 16:18	3,77		4,29	
07.06.2017 16:19	3,79		4,29	
07.06.2017 16:19	3,79		4,28	
07.06.2017 16:20	3,74		4,27	
07.06.2017 16:20	3,68		4,26	
07.06.2017 16:21	3,65		4,26	
07.06.2017 16:21	3,66		4,26	
07.06.2017 16:22	3,67		4,25	
07.06.2017 16:22	3,7		4,25	
07.06.2017 16:23	3,73		4,23	
07.06.2017 16:23	3,75		4,23	
07.06.2017 16:24	3,74		4,23	
07.06.2017 16:24	3,68		4,23	
07.06.2017 16:25	3,62		4,22	
07.06.2017 16:25	3,63		4,21	
07.06.2017 16:26	3,64		4,19	
07.06.2017 16:26	3,67		4,2	
07.06.2017 16:27	3,68		4,19	
07.06.2017 16:27	3,7		4,19	
07.06.2017 16:28	3,73		4,19	
07.06.2017 16:28	3,68		4,18	
07.06.2017 16:29	3,61		4,17	
07.06.2017 16:29	3,58		4,16	
07.06.2017 16:30	3,58		4,16	
07.06.2017 16:30	3,59		4,16	
07.06.2017 16:31	3,61		4,15	
